entreprise,localite,telephone,email,categorie,secteur,signal_alerte,source_url,requete
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL PROVENCE COTE D'AZUR (ALPES DE HAUTE PROVENCE - ALPES MARITIMES - VAR) (CRCAMPCA),Draguignan,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Marc Albesiano. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/415176072,api-entreprises:GE:banque / assurance
BETON DES MONTS DU LYONNAIS (BML),Saint-Martin-En-Haut,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Axens Audit. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/350064226,api-entreprises:GE:industrie manufacturière
GCA SUPPLY LOGISTICS (GCA SUPPLY LOGISTICS),Paris,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Frederic Damaisin. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/791481302,api-entreprises:GE:transport / logistique
ADAGIO S.A.S,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Martine Vallette (Cohen Skalli). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/503938110,api-entreprises:GE:hôtellerie / restauration
VAL TOURAINE HABITAT (OPH),Tours,,,ETI (taille intermédiaire) — cible transformation digitale,immobilier,"ETI (taille intermédiaire) (immobilier, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Martine Chaigneau (Blossier). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/781598248,api-entreprises:GE:immobilier
LA VIE ACTIVE,Arras,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/775629934,api-entreprises:GE:santé / médico-social
MAJ,Pantin,,,Grand compte (GE) — cible transformation digitale,services aux entreprises,"Grand compte (GE) (services aux entreprises, 5 000 à 9 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Anne Bailly (Dupas). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/775733835,api-entreprises:GE:services aux entreprises
EUROMASTER FRANCE,Montbonnot-Saint-Martin,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Marc Frustie. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/392527404,api-entreprises:GE:commerce / distribution
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL  ATLANTIQUE VENDEE (CAAV),Nantes,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Christine Crocquevieille-Barreau (Barreau). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/440242469,api-entreprises:GE:banque / assurance
DIM FRANCE SAS,Rueil-Malmaison,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Stylianos Efstathiou. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/488727298,api-entreprises:GE:industrie manufacturière
ONET LOGISTIQUE,Marseille,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Guillaume Bernard De Montessus De Ballore. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/562107003,api-entreprises:GE:transport / logistique
AMREST OPCO SAS,Courbevoie,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Kpmg Sa. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/831200043,api-entreprises:GE:hôtellerie / restauration
CARMEN TRANSACTIONS IMMOBILIERES (C.T.I.),Urrugne,,,ETI (taille intermédiaire) — cible transformation digitale,immobilier,"ETI (taille intermédiaire) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Hetzi. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/912695111,api-entreprises:GE:immobilier
OVE,Vaulx-En-Velin,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/801252719,api-entreprises:GE:santé / médico-social
AAA FRANCE CARS,Lesquin,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Cathleen De Genova. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/382402683,api-entreprises:GE:services aux entreprises
KING JOUET (KING JOUET),Voiron,,,ETI (taille intermédiaire) — cible transformation digitale,commerce / distribution,"ETI (taille intermédiaire) (commerce / distribution, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Philippe Gueydon. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/347926719,api-entreprises:GE:commerce / distribution
CAISSE REGIONALE D'ASSURANCES MUTUELLES AGRICOLES CENTRE-ATLANTIQUE (GROUPAMA CENTRE-ATLA),Niort,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Emmanuel Baratte. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/381043686,api-entreprises:GE:banque / assurance
LA PANIERE,Aix-Les-Bains,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Anderlaine Audit. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/414646760,api-entreprises:GE:industrie manufacturière
FM FRANCE,Phalsbourg,,,ETI (taille intermédiaire) — cible transformation digitale,transport / logistique,"ETI (taille intermédiaire) (transport / logistique, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Magali Charpin. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/367801404,api-entreprises:GE:transport / logistique
VVF,Clermont-Ferrand,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/775634132,api-entreprises:GE:hôtellerie / restauration
DOMITYS SUD-OUEST,Paris 14,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Olivier Wigniolle. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/519083406,api-entreprises:GE:immobilier
CENTRE REGIONAL OEUVRES UNIV SCOLAIRES (CROUS),Versailles,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/187800081,api-entreprises:GE:santé / médico-social
VITALAIRE,Paris,,,Grand compte (GE) — cible transformation digitale,services aux entreprises,"Grand compte (GE) (services aux entreprises, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Nesrine Djebali. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/425039773,api-entreprises:GE:services aux entreprises
CLAIRE'S FRANCE (CLAIRE'S),Paris,,,ETI (taille intermédiaire) — cible transformation digitale,commerce / distribution,"ETI (taille intermédiaire) (commerce / distribution, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Stuart Brown. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/342837416,api-entreprises:GE:commerce / distribution
CAISSE REGIONALE D ASSURANCES MUTUELLES AGRICOLES DU GRAND EST (CRAMA),Schiltigheim,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Xavier Crepon. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/379906753,api-entreprises:GE:banque / assurance
FORMOTION FRANCE S.A.S. (FORMOTION ORTHOPEDIE),Rennes,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Conal Harte. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/830355640,api-entreprises:GE:industrie manufacturière
CARREFOUR SUPPLY CHAIN,Mondeville,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 5 000 à 9 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Emmanuel Grenier. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/428240287,api-entreprises:GE:transport / logistique
SOC COMMERCIALE HOTELS ECONOMIQUES (SCHE),Evry-Courcouronnes,,,Grand compte (GE) — cible transformation digitale,hôtellerie / restauration,"Grand compte (GE) (hôtellerie / restauration, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Catherine Beike (Rawanduzi). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/378114110,api-entreprises:GE:hôtellerie / restauration
1001 VIES HABITAT,Paris,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Pierre-Etienne Bisch. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/572015451,api-entreprises:GE:immobilier
CENTRE REGIONAL OEUVRES UNIV SCOLAIRES (CROUS),Montpellier,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/183400084,api-entreprises:GE:santé / médico-social
HUMANDO,Villeurbanne,,,Grand compte (GE) — cible transformation digitale,services aux entreprises,"Grand compte (GE) (services aux entreprises, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Denis Machuel. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/401015938,api-entreprises:GE:services aux entreprises
AUCHAN SUPERMARCHE,Villeneuve-D'Ascq,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 5 000 à 9 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Auchan Retail France. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/410409015,api-entreprises:GE:commerce / distribution
BANQUE CIC SUD OUEST (CIC SUD OUEST),Bordeaux,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Caroline Boutrais (Boutrais). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/456204809,api-entreprises:GE:banque / assurance
VICAT (VICAT),L'Isle-D'Abeau,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Lukas Epple. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/057505539,api-entreprises:GE:industrie manufacturière
UNE PIECE EN PLUS,Rueil-Malmaison,,,ETI (taille intermédiaire) — cible transformation digitale,transport / logistique,"ETI (taille intermédiaire) (transport / logistique, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Deloitte & Associes. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/351798764,api-entreprises:GE:transport / logistique
ECONOMAT DES ARMEES,Pantin,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Julien Basso. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/542085907,api-entreprises:GE:hôtellerie / restauration
FRANCHE-COMTE CREDIT AGRICOLE IMMOBILIER (FCCAI),Besancon,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Philippe Bouquet. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/920410784,api-entreprises:GE:immobilier
AFEJI HAUTS DE FRANCE (AFEJI),Lille,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/304576218,api-entreprises:GE:santé / médico-social
BRINK'S EVOLUTION,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jean-Francois Sugier. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/324613678,api-entreprises:GE:services aux entreprises
NORMAL FRANCE,Paris 12,,,ETI (taille intermédiaire) — cible transformation digitale,commerce / distribution,"ETI (taille intermédiaire) (commerce / distribution, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Steen Hansen. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/844431486,api-entreprises:GE:commerce / distribution
CAISSE FEDERALE DU CREDIT MUTUEL DE MAINE ANJOU ET BASSE NORMANDIE (CFCM-MABN),Laval,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jean Bigare. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/556650208,api-entreprises:GE:banque / assurance
SERVICES ORGANISATION METHODES (SOM),Aix-En-Provence,,,Grand compte (GE) — cible transformation digitale,industrie manufacturière,"Grand compte (GE) (industrie manufacturière, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Olivier Avenol. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/325444693,api-entreprises:GE:industrie manufacturière
LE ROY LOGISTIQUE,Saint-Jacques-De-La-Lande,,,ETI (taille intermédiaire) — cible transformation digitale,transport / logistique,"ETI (taille intermédiaire) (transport / logistique, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Patrick Sesboue. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/441996204,api-entreprises:GE:transport / logistique
VACANCES TOURISME FAMILLE (VTF),Thionville,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/775619588,api-entreprises:GE:hôtellerie / restauration
PICHET IMMOBILIER SERVICES,Pessac,,,ETI (taille intermédiaire) — cible transformation digitale,immobilier,"ETI (taille intermédiaire) (immobilier, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Benoit Pichet. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/432296234,api-entreprises:GE:immobilier
CENTRE REGIONAL OEUVRES UNIV SCOLAIRES (CROUS),Bordeaux,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/183300086,api-entreprises:GE:santé / médico-social
ELIVIE,Villeurbanne,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Revilec Audit. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/333954386,api-entreprises:GE:services aux entreprises
CONFORAMA FRANCE,Lognes,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 5 000 à 9 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Flavien Dhellemmes. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/414819409,api-entreprises:GE:commerce / distribution
GROUPAMA MEDITERRANEE (GROUPAMA MEDITERRANEE) (CRAMA MEDITERRANEE),Aix En Provence,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Nicolas Assemat. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/379834906,api-entreprises:GE:banque / assurance
PIERRE HERME FRANCE,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Eric Vincent. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/434851952,api-entreprises:GE:industrie manufacturière
XPO DISTRIBUTION FRANCE (XPO DISTRIB FR),Lyon,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Xavier Bour. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/383242161,api-entreprises:GE:transport / logistique
CONVIVIO-RTC (CONVIVIO),Castelnau-D'Estretefonds,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Cjp. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/350629986,api-entreprises:GE:hôtellerie / restauration
DOMITYS CENTRE-OUEST,Paris 14,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Olivier Wigniolle. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/452414774,api-entreprises:GE:immobilier
FRANCE TERRE D ASILE (FTDA),Paris,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/784547507,api-entreprises:GE:santé / médico-social
LOOMIS FRANCE,Aubervilliers,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Michel Tresch. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/479048597,api-entreprises:GE:services aux entreprises
TERRENA,Ancenis-Saint-Gereon,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Emmanuel Benoist. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/429707292,api-entreprises:GE:commerce / distribution
CAISSE D'EPARGNE ET DE PREVOYANCE LOIRE-CENTRE (CELC),Orleans,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Julien-Christian Bar. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/383952470,api-entreprises:GE:banque / assurance
LINDT ET SPRUNGLI,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jean-Baptiste Jarry. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/672024155,api-entreprises:GE:industrie manufacturière
IDEA LOGISTIQUE,Montoir-De-Bretagne,,,ETI (taille intermédiaire) — cible transformation digitale,transport / logistique,"ETI (taille intermédiaire) (transport / logistique, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Nicolas Derouault. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/422149617,api-entreprises:GE:transport / logistique
HOLDING DE RESTAURATION CONCEDEE HRC,Saint-Ouen-Sur-Seine,,,Grand compte (GE) — cible transformation digitale,hôtellerie / restauration,"Grand compte (GE) (hôtellerie / restauration, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Dorian Claire. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/379455231,api-entreprises:GE:hôtellerie / restauration
ANGLE NEUF,Paris,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Regis Abgrall. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/510539018,api-entreprises:GE:immobilier
